vulnerability_type,code,processed_code,language,target
Clear,"#include <stdio.h>
#include <stdlib.h>

void safe_file_operation(const char *filename) {
    FILE *file = fopen(filename, ""r"");
    if (file != NULL) {
        char buffer[256];
        while (fgets(buffer, sizeof(buffer), file)) {
            printf(""%s"", buffer);
        }
        fclose(file);
    }
}","#include <stdio.h>
#include <stdlib.h>

void safe_file_operation(const char *filename) {
    FILE *file = fopen(filename, ""r"");
    if (file != NULL) {
        char buffer[256];
        while (fgets(buffer, sizeof(buffer), file)) {
            printf(""%s"", buffer);
        }
        fclose(file);
    }
}",c,0
File Inclusion,"<?php
$file = $_GET['file'];
include($file); // File Inclusion
?>","<?php
$file = $_GET['file'];
include($file); // File Inclusion
?>",php,1
Clear,"const userInput = new URLSearchParams(window.location.search).get('input');
const safeOutput = document.createElement('div');
safeOutput.textContent = userInput; // Safe DOM manipulation
document.body.appendChild(safeOutput);
","const userInput = new URLSearchParams(window.location.search).get('input');
const safeOutput = document.createElement('div');
safeOutput.textContent = userInput; // Safe DOM manipulation
document.body.appendChild(safeOutput);
",javascript,0
SQL Injection,"import java.sql.Connection;
import java.sql.DriverManager;
import java.sql.ResultSet;
import java.sql.Statement;
import java.util.Scanner;

public class SQLInjectionVulnerable {

    public static void main(String[] args) {
        try {
            // Get user input
            Scanner scanner = new Scanner(System.in);
            System.out.print(""Enter username: "");
            String username = scanner.nextLine();

            // Vulnerable code where user input is concatenated directly into the SQL query
            String sql = ""SELECT * FROM users WHERE username = '"" + username + ""'"";
            
            // Connect to database
            Connection conn = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydb"", ""username"", ""password"");
            
            // Execute SQL query
            Statement stmt = conn.createStatement();
            ResultSet rs = stmt.executeQuery(sql);
            
            while (rs.next()) {
                System.out.println(""User found: "" + rs.getString(""username""));
            }

        } catch (Exception e) {
            e.printStackTrace();
        }
    }
}","import java.sql.Connection; import java.sql.DriverManager; import java.sql.ResultSet; import java.sql.Statement; import java.util.Scanner; public class SQLInjectionVulnerable { public static void main(String[] args) { try { // Get user input Scanner scanner = new Scanner(System.in); System.out.print(""Enter username: ""); String username = scanner.nextLine(); // Vulnerable code where user input is concatenated directly into the SQL query String sql = ""SELECT * FROM users WHERE username = '"" + username + ""'""; // Connect to database Connection conn = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydb"", ""username"", ""password""); // Execute SQL query Statement stmt = conn.createStatement(); ResultSet rs = stmt.executeQuery(sql); while (rs.next()) { System.out.println(""User found: "" + rs.getString(""username"")); } } catch (Exception e) { e.printStackTrace(); } } }",java,1
XSS,"const userInput = document.location.search.split('=')[1];
document.write(userInput); // XSS
","const userInput = document.location.search.split('=')[1];
document.write(userInput); // XSS
",javascript,1
Out-of-Bounds,"#include <iostream>

class UnsafeClass {
    int data[10];
public:
    int get_data(int index) {
        return data[index]; // no bounds checking
    }
};","#include <iostream>

class UnsafeClass {
    int data[10];
public:
    int get_data(int index) {
        return data[index]; // no bounds checking
    }
};",cpp,1
Clear,"#include <stdio.h>
#include <string.h>

int safe_buffer_operation(char *input) {
    char buffer[100];
    if (strlen(input) < sizeof(buffer)) {
        strcpy(buffer, input);
        return 0;
    }
    return -1; // buffer too small
}","#include <stdio.h>
#include <string.h>

int safe_buffer_operation(char *input) {
    char buffer[100];
    if (strlen(input) < sizeof(buffer)) {
        strcpy(buffer, input);
        return 0;
    }
    return -1; // buffer too small
}",c,0
Buffer Overflow,"char buffer[10]; scanf(""%s"", buffer);","char buffer[10]; scanf(""%s"", buffer);",c,1
Command Injection,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class CommandInjectionExample {
    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a command to execute: "");
            String command = br.readLine();

            Runtime runtime = Runtime.getRuntime();
            Process process = runtime.exec(command);

            BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
            String line;
            while ((line = outputReader.readLine()) != null) {
                System.out.println(line);
            }

        } catch (IOException e) {
            e.printStackTrace();
        }
    }
}","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class CommandInjectionExample { public static void main(String[] args) { try { BufferedReader br = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a command to execute: ""); String command = br.readLine(); Runtime runtime = Runtime.getRuntime(); Process process = runtime.exec(command); BufferedReader outputReader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; while ((line = outputReader.readLine()) != null) { System.out.println(line); } } catch (IOException e) { e.printStackTrace(); } } }",java,1
Clear,"const userData = JSON.parse(userInput); // Safe JSON parsing
if (userData && typeof userData === 'object') {
    processUserData(userData);
}
","const userData = JSON.parse(userInput); // Safe JSON parsing
if (userData && typeof userData === 'object') {
    processUserData(userData);
}
",javascript,0
Clear,"#include <stdio.h>
#include <string.h>

int validate_input(const char *input) {
    if (input == NULL) return 0;
    for (int i = 0; input[i] != '\0'; i++) {
        if (input[i] < 32 || input[i] > 126) {
            return 0; // invalid character
        }
    }
    return 1;
}","#include <stdio.h>
#include <string.h>

int validate_input(const char *input) {
    if (input == NULL) return 0;
    for (int i = 0; input[i] != '\0'; i++) {
        if (input[i] < 32 || input[i] > 126) {
            return 0; // invalid character
        }
    }
    return 1;
}",c,0
Path Traversal,"import os
def read_file(filename):
    with open('/var/www/uploads/' + filename, 'r') as f:
        return f.read()","import os
def read_file(filename):
    with open('/var/www/uploads/' + filename, 'r') as f:
        return f.read()",python,1
Clear,"#include <stdio.h>
#include <string.h>

void safe_string_copy(char *dest, const char *src, size_t dest_size) {
    if (dest_size > 0) {
        strncpy(dest, src, dest_size - 1);
        dest[dest_size - 1] = '\0';
    }
}","#include <stdio.h>
#include <string.h>

void safe_string_copy(char *dest, const char *src, size_t dest_size) {
    if (dest_size > 0) {
        strncpy(dest, src, dest_size - 1);
        dest[dest_size - 1] = '\0';
    }
}",c,0
Hardcoded Secrets,"localStorage.setItem('token', 'hardcoded-secret-token-123'); // Hardcoded secret
","localStorage.setItem('token', 'hardcoded-secret-token-123'); // Hardcoded secret
",javascript,1
Path Traversal,"import os
def read_file(filename):
    with open('/var/www/uploads/' + filename, 'r') as f:
        return f.read()","import os
def read_file(filename):
    with open('/var/www/uploads/' + filename, 'r') as f:
        return f.read()",python,1
Buffer Overflow,"#include <iostream>
#include <cstring>

void unsafe_c_string(char* input) {
    char buffer[100];
    strcpy(buffer, input); // potential buffer overflow
    std::cout << buffer << std::endl;
}","#include <iostream>
#include <cstring>

void unsafe_c_string(char* input) {
    char buffer[100];
    strcpy(buffer, input); // potential buffer overflow
    std::cout << buffer << std::endl;
}",cpp,1
Cross-Site Scripting (XSS),"import java.io.*;
import javax.servlet.*;
import javax.servlet.http.*;

public class XSSDemo extends HttpServlet {
    public void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException {
        String userInput = request.getParameter(""input"");
        PrintWriter out = response.getWriter();
        
        // Improper handling of user input without any sanitization
        out.println(""<p>User Input: "" + userInput + ""</p>"");
    }
}","import java.io.*; import javax.servlet.*; import javax.servlet.http.*; public class XSSDemo extends HttpServlet { public void doPost(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException { String userInput = request.getParameter(""input""); PrintWriter out = response.getWriter(); // Improper handling of user input without any sanitization out.println(""<p>User Input: "" + userInput + ""</p>""); } }",java,1
Clear,"<?php
$file = basename($_GET['file']);
$allowed = ['page1.php', 'page2.php'];
if (in_array($file, $allowed)) {
    include($file);
}
?>","<?php
$file = basename($_GET['file']);
$allowed = ['page1.php', 'page2.php'];
if (in_array($file, $allowed)) {
    include($file);
}
?>",php,0
Clear,"To fix the Path Traversal vulnerability in the provided Java code snippet, you need to ensure that the user input is properly validated and sanitized before constructing the file path. Here is an example of a more secure version of the code that prevents Path Traversal attacks:

```java
import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.util.Scanner;

public class PathTraversalSecure {
    private static final String BASE_PATH = ""C:/data/"";

    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter file name: "");
        String fileName = scanner.next();

        if (!isValidFileName(fileName)) {
            System.out.println(""Invalid file name."");
            return;
        }

        String filePath = BASE_PATH + fileName;

        try {
            File file = new File(filePath);
            if (!file.exists() || !file.isFile()) {
                System.out.println(""File not found or could not be accessed."");
                return;
            }

            FileInputStream fis = new FileInputStream(file);

            int content;
            while ((content = fis.read()) != -1) {
                System.out.print((char) content);
            }

            fis.close();
        } catch (IOException e)","To fix the Path Traversal vulnerability in the provided Java code snippet, you need to ensure that the user input is properly validated and sanitized before constructing the file path. Here is an example of a more secure version of the code that prevents Path Traversal attacks: ```java import java.io.File; import java.io.FileInputStream; import java.io.IOException; import java.util.Scanner; public class PathTraversalSecure { private static final String BASE_PATH = ""C:/data/""; public static void main(String[] args) { Scanner scanner = new Scanner(System.in); System.out.print(""Enter file name: ""); String fileName = scanner.next(); if (!isValidFileName(fileName)) { System.out.println(""Invalid file name.""); return; } String filePath = BASE_PATH + fileName; try { File file = new File(filePath); if (!file.exists() || !file.isFile()) { System.out.println(""File not found or could not be accessed.""); return; } FileInputStream fis = new FileInputStream(file); int content; while ((content = fis.read()) != -1) { System.out.print((char) content); } fis.close(); } catch (IOException e)",java,0
Hardcoded Secrets,"localStorage.setItem('token', 'hardcoded-secret-token-123'); // Hardcoded secret
","localStorage.setItem('token', 'hardcoded-secret-token-123'); // Hardcoded secret
",javascript,1
Cross-Site Scripting (XSS),"import java.io.*;

public class XSSExample {
    public static void main(String[] args) {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
        
        System.out.println(""Enter your name:"");
        String name = br.readLine();
        
        System.out.println(""Hello, "" + name + ""!""); // Vulnerable code
        
    }
}","import java.io.*; public class XSSExample { public static void main(String[] args) { BufferedReader br = new BufferedReader(new InputStreamReader(System.in)); System.out.println(""Enter your name:""); String name = br.readLine(); System.out.println(""Hello, "" + name + ""!""); // Vulnerable code } }",java,1
Clear,"To fix the Path Traversal vulnerability in the given Java code snippet, you should ensure that the input file path provided by the user is properly validated and restricted to a specific directory or file location. Here is an improved version of the code with proper security measures:

```java
import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.util.Scanner;

public class SecurePathTraversal {
    private static final String BASE_PATH = ""/path/to/secure/directory/"";

    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);

        System.out.print(""Enter file name to read: "");
        String fileName = scanner.nextLine();

        if (isValidFileName(fileName)) {
            try {
                File file = new File(BASE_PATH + fileName);
                FileInputStream fis = new FileInputStream(file);
                int content;

                while ((content = fis.read()) != -1) {
                    System.out.print((char) content);
                }

                fis.close();
            } catch (IOException e) {
                System.out.println(""Error reading file: "" + e.getMessage());
            }
        } else {
            System.out.println(""Invalid file name provided."");
        }
    }

    private static boolean isValidFileName(String fileName) {","To fix the Path Traversal vulnerability in the given Java code snippet, you should ensure that the input file path provided by the user is properly validated and restricted to a specific directory or file location. Here is an improved version of the code with proper security measures: ```java import java.io.File; import java.io.FileInputStream; import java.io.IOException; import java.util.Scanner; public class SecurePathTraversal { private static final String BASE_PATH = ""/path/to/secure/directory/""; public static void main(String[] args) { Scanner scanner = new Scanner(System.in); System.out.print(""Enter file name to read: ""); String fileName = scanner.nextLine(); if (isValidFileName(fileName)) { try { File file = new File(BASE_PATH + fileName); FileInputStream fis = new FileInputStream(file); int content; while ((content = fis.read()) != -1) { System.out.print((char) content); } fis.close(); } catch (IOException e) { System.out.println(""Error reading file: "" + e.getMessage()); } } else { System.out.println(""Invalid file name provided.""); } } private static boolean isValidFileName(String fileName) {",java,0
Clear,"To fix this code and prevent Command Injection vulnerabilities, you should validate and sanitize user input before using it in a command execution. Here's an improved version of the code that utilizes ProcessBuilder to securely execute the ping command:

```java
import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class CommandInjectionExample {

    public static void main(String[] args) {
        try {
            BufferedReader br = new BufferedReader(new InputStreamReader(System.in));
            System.out.print(""Enter a website to ping: "");
            String userInput = br.readLine();

            // Validate user input to ensure it is a valid hostname or IP address
            if (isValidInput(userInput)) {
                ProcessBuilder processBuilder = new ProcessBuilder(""ping"", userInput);
                Process p = processBuilder.start();

                BufferedReader inputStream = new BufferedReader(new InputStreamReader(p.getInputStream()));
                String output;
                while ((output = inputStream.readLine()) != null) {
                    System.out.println(output);
                }
            } else {
                System.out.println(""Invalid input. Please provide a valid hostname or IP address."");
            }

        } catch (IOException e) {
            e.printStackTrace();
        }
    }

    private static boolean isValidInput(String userInput) {
        // Implement your validation logic here,","To fix this code and prevent Command Injection vulnerabilities, you should validate and sanitize user input before using it in a command execution. Here's an improved version of the code that utilizes ProcessBuilder to securely execute the ping command: ```java import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class CommandInjectionExample { public static void main(String[] args) { try { BufferedReader br = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a website to ping: ""); String userInput = br.readLine(); // Validate user input to ensure it is a valid hostname or IP address if (isValidInput(userInput)) { ProcessBuilder processBuilder = new ProcessBuilder(""ping"", userInput); Process p = processBuilder.start(); BufferedReader inputStream = new BufferedReader(new InputStreamReader(p.getInputStream())); String output; while ((output = inputStream.readLine()) != null) { System.out.println(output); } } else { System.out.println(""Invalid input. Please provide a valid hostname or IP address.""); } } catch (IOException e) { e.printStackTrace(); } } private static boolean isValidInput(String userInput) { // Implement your validation logic here,",java,0
Memory Corruption,"#include <iostream>

void unsafe_pointer_arithmetic(int* array, int size) {
    for (int i = 0; i <= size; i++) {
        std::cout << *(array + i) << std::endl; // potential out-of-bounds
    }
}","#include <iostream>

void unsafe_pointer_arithmetic(int* array, int size) {
    for (int i = 0; i <= size; i++) {
        std::cout << *(array + i) << std::endl; // potential out-of-bounds
    }
}",cpp,1
Clear,"To fix the Path Traversal vulnerability in the given Java code snippet, you need to ensure that the file path provided by the user is sanitized and validated to prevent directory traversal attacks. Here's an improved version of the code that addresses this security issue:

```java
import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.util.Scanner;

public class SecurePathTraversalExample {

    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter file name: "");
        String fileName = scanner.next();

        // Validate and sanitize the user input file name
        if (!isValidFileName(fileName)) {
            System.out.println(""Invalid file name"");
            return;
        }

        try {
            File file = new File(""/path/to/directory/"", fileName);
            
            // Check if the requested file is within the allowed directory
            if (!file.getCanonicalPath().startsWith(""/path/to/directory/"")) {
                System.out.println(""Access to this file is not allowed"");
                return;
            }
            
            FileInputStream fis = new FileInputStream(file);

            int data;
            while ((data = fis.read()) != -1) {
                System.out.print((char) data);","To fix the Path Traversal vulnerability in the given Java code snippet, you need to ensure that the file path provided by the user is sanitized and validated to prevent directory traversal attacks. Here's an improved version of the code that addresses this security issue: ```java import java.io.File; import java.io.FileInputStream; import java.io.IOException; import java.util.Scanner; public class SecurePathTraversalExample { public static void main(String[] args) { Scanner scanner = new Scanner(System.in); System.out.print(""Enter file name: ""); String fileName = scanner.next(); // Validate and sanitize the user input file name if (!isValidFileName(fileName)) { System.out.println(""Invalid file name""); return; } try { File file = new File(""/path/to/directory/"", fileName); // Check if the requested file is within the allowed directory if (!file.getCanonicalPath().startsWith(""/path/to/directory/"")) { System.out.println(""Access to this file is not allowed""); return; } FileInputStream fis = new FileInputStream(file); int data; while ((data = fis.read()) != -1) { System.out.print((char) data);",java,0
Clear,"<?php
$message = htmlspecialchars($_GET['message'], ENT_QUOTES, 'UTF-8');
echo $message; // Sanitized output
?>","<?php
$message = htmlspecialchars($_GET['message'], ENT_QUOTES, 'UTF-8');
echo $message; // Sanitized output
?>",php,0
Clear,"#include <stdio.h>
#include <string.h>

int safe_buffer_operation(char *input) {
    char buffer[100];
    if (strlen(input) < sizeof(buffer)) {
        strcpy(buffer, input);
        return 0;
    }
    return -1; // buffer too small
}","#include <stdio.h>
#include <string.h>

int safe_buffer_operation(char *input) {
    char buffer[100];
    if (strlen(input) < sizeof(buffer)) {
        strcpy(buffer, input);
        return 0;
    }
    return -1; // buffer too small
}",c,0
Clear,"import sqlite3
def get_user_data_safe(username):
    conn = sqlite3.connect('database.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username = ?""
    cursor.execute(query, (username,))
    return cursor.fetchall()","import sqlite3
def get_user_data_safe(username):
    conn = sqlite3.connect('database.db')
    cursor = conn.cursor()
    query = ""SELECT * FROM users WHERE username = ?""
    cursor.execute(query, (username,))
    return cursor.fetchall()",python,0
XSS,"const userInput = document.location.search.split('=')[1];
document.write(userInput); // XSS
","const userInput = document.location.search.split('=')[1];
document.write(userInput); // XSS
",javascript,1
Clear,"const userData = JSON.parse(userInput); // Safe JSON parsing
if (userData && typeof userData === 'object') {
    processUserData(userData);
}
","const userData = JSON.parse(userInput); // Safe JSON parsing
if (userData && typeof userData === 'object') {
    processUserData(userData);
}
",javascript,0
Clear,"#include <stdio.h>
#include <stdlib.h>

int safe_string_to_int(const char *str) {
    char *endptr;
    long value = strtol(str, &endptr, 10);
    if (*endptr != '\0' || str == endptr) {
        return -1; // error
    }
    return (int)value;
}","#include <stdio.h>
#include <stdlib.h>

int safe_string_to_int(const char *str) {
    char *endptr;
    long value = strtol(str, &endptr, 10);
    if (*endptr != '\0' || str == endptr) {
        return -1; // error
    }
    return (int)value;
}",c,0
Clear,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class CommandInjectionSecure {

    public static void main(String[] args) throws IOException {
        BufferedReader br = new BufferedReader(new InputStreamReader(System.in));

        System.out.print(""Enter the IP address to ping: "");
        String ipAddress = br.readLine();

        // Secure code using ProcessBuilder
        ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ipAddress);
        
        Process process = processBuilder.start();

        BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;
        while ((line = reader.readLine()) != null) {
            System.out.println(line);
        }
    }
}","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class CommandInjectionSecure { public static void main(String[] args) throws IOException { BufferedReader br = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter the IP address to ping: ""); String ipAddress = br.readLine(); // Secure code using ProcessBuilder ProcessBuilder processBuilder = new ProcessBuilder(""ping"", ipAddress); Process process = processBuilder.start(); BufferedReader reader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; while ((line = reader.readLine()) != null) { System.out.println(line); } } }",java,0
SQL Injection,"<?php
$username = $_POST['username'];
$query = ""SELECT * FROM users WHERE username = '$username'"";
$result = mysql_query($query); // SQL Injection
?>","<?php
$username = $_POST['username'];
$query = ""SELECT * FROM users WHERE username = '$username'"";
$result = mysql_query($query); // SQL Injection
?>",php,1
Buffer Overflow,"char buffer[10]; scanf(""%s"", buffer);","char buffer[10]; scanf(""%s"", buffer);",c,1
Clear,"#include <iostream>
#include <fstream>
#include <string>

void safe_file_reading(const std::string& filename) {
    std::ifstream file(filename);
    if (file.is_open()) {
        std::string line;
        while (std::getline(file, line)) {
            std::cout << line << std::endl;
        }
    }
}","#include <iostream>
#include <fstream>
#include <string>

void safe_file_reading(const std::string& filename) {
    std::ifstream file(filename);
    if (file.is_open()) {
        std::string line;
        while (std::getline(file, line)) {
            std::cout << line << std::endl;
        }
    }
}",cpp,0
Clear,"#include <stdio.h>
#include <stdlib.h>

int safe_string_to_int(const char *str) {
    char *endptr;
    long value = strtol(str, &endptr, 10);
    if (*endptr != '\0' || str == endptr) {
        return -1; // error
    }
    return (int)value;
}","#include <stdio.h>
#include <stdlib.h>

int safe_string_to_int(const char *str) {
    char *endptr;
    long value = strtol(str, &endptr, 10);
    if (*endptr != '\0' || str == endptr) {
        return -1; // error
    }
    return (int)value;
}",c,0
Clear,"#include <stdio.h>
#include <string.h>

int validate_input(const char *input) {
    if (input == NULL) return 0;
    for (int i = 0; input[i] != '\0'; i++) {
        if (input[i] < 32 || input[i] > 126) {
            return 0; // invalid character
        }
    }
    return 1;
}","#include <stdio.h>
#include <string.h>

int validate_input(const char *input) {
    if (input == NULL) return 0;
    for (int i = 0; input[i] != '\0'; i++) {
        if (input[i] < 32 || input[i] > 126) {
            return 0; // invalid character
        }
    }
    return 1;
}",c,0
Clear,"#include <stdio.h>
#include <stdlib.h>

void safe_file_operation(const char *filename) {
    FILE *file = fopen(filename, ""r"");
    if (file != NULL) {
        char buffer[256];
        while (fgets(buffer, sizeof(buffer), file)) {
            printf(""%s"", buffer);
        }
        fclose(file);
    }
}","#include <stdio.h>
#include <stdlib.h>

void safe_file_operation(const char *filename) {
    FILE *file = fopen(filename, ""r"");
    if (file != NULL) {
        char buffer[256];
        while (fgets(buffer, sizeof(buffer), file)) {
            printf(""%s"", buffer);
        }
        fclose(file);
    }
}",c,0
Command Injection,"import os
def ping_host(host):
    os.system(""ping -c 4 "" + host)","import os
def ping_host(host):
    os.system(""ping -c 4 "" + host)",python,1
Clear,"const shell = require('child_process');
const safeInput = userInput.replace(/[^a-zA-Z0-9.]/g, '');
shell.execFile('ping', [safeInput]); // Safe command execution
","const shell = require('child_process');
const safeInput = userInput.replace(/[^a-zA-Z0-9.]/g, '');
shell.execFile('ping', [safeInput]); // Safe command execution
",javascript,0
Clear,"const userInput = new URLSearchParams(window.location.search).get('input');
const safeOutput = document.createElement('div');
safeOutput.textContent = userInput; // Safe DOM manipulation
document.body.appendChild(safeOutput);
","const userInput = new URLSearchParams(window.location.search).get('input');
const safeOutput = document.createElement('div');
safeOutput.textContent = userInput; // Safe DOM manipulation
document.body.appendChild(safeOutput);
",javascript,0
Clear,"#include <iostream>
#include <fstream>
#include <string>

void safe_file_reading(const std::string& filename) {
    std::ifstream file(filename);
    if (file.is_open()) {
        std::string line;
        while (std::getline(file, line)) {
            std::cout << line << std::endl;
        }
    }
}","#include <iostream>
#include <fstream>
#include <string>

void safe_file_reading(const std::string& filename) {
    std::ifstream file(filename);
    if (file.is_open()) {
        std::string line;
        while (std::getline(file, line)) {
            std::cout << line << std::endl;
        }
    }
}",cpp,0
Code Injection,"const userData = eval('(' + userInput + ')'); // eval injection
","const userData = eval('(' + userInput + ')'); // eval injection
",javascript,1
Clear,"To fix the Path Traversal vulnerability in the provided Java code, you can follow these secure coding practices:

1. **Use Path Resolution Methods:** Instead of directly concatenating user input with a fixed path, use proper path resolution methods to ensure that the file is being read from the intended location.

2. **Validate User Input:** Validate the user input to ensure it only contains allowed characters and does not include any directory traversal characters like "".."".

3. **Sanitize File Paths:** Use methods like `Paths.get()` to sanitize and resolve file paths safely.

Here is an improved version of the code that addresses these issues:

```java
import java.io.File;
import java.io.FileInputStream;
import java.io.IOException;
import java.nio.file.Paths;
import java.util.Scanner;

public class SecurePathTraversal {

    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        System.out.print(""Enter file name: "");
        String fileName = scanner.nextLine();

        try {
            // Sanitize and resolve file path using Paths.get()
            File file = Paths.get(""C:\\data"", fileName).toFile();

            if (file.getAbsolutePath().startsWith(""C:\\data\\"")) {
                FileInputStream fis = new FileInputStream(file);
                int","To fix the Path Traversal vulnerability in the provided Java code, you can follow these secure coding practices: 1. **Use Path Resolution Methods:** Instead of directly concatenating user input with a fixed path, use proper path resolution methods to ensure that the file is being read from the intended location. 2. **Validate User Input:** Validate the user input to ensure it only contains allowed characters and does not include any directory traversal characters like "".."". 3. **Sanitize File Paths:** Use methods like `Paths.get()` to sanitize and resolve file paths safely. Here is an improved version of the code that addresses these issues: ```java import java.io.File; import java.io.FileInputStream; import java.io.IOException; import java.nio.file.Paths; import java.util.Scanner; public class SecurePathTraversal { public static void main(String[] args) { Scanner scanner = new Scanner(System.in); System.out.print(""Enter file name: ""); String fileName = scanner.nextLine(); try { // Sanitize and resolve file path using Paths.get() File file = Paths.get(""C:\\data"", fileName).toFile(); if (file.getAbsolutePath().startsWith(""C:\\data\\"")) { FileInputStream fis = new FileInputStream(file); int",java,0
Clear,"#include <iostream>
#include <fstream>
#include <string>

void safe_file_reading(const std::string& filename) {
    std::ifstream file(filename);
    if (file.is_open()) {
        std::string line;
        while (std::getline(file, line)) {
            std::cout << line << std::endl;
        }
    }
}","#include <iostream>
#include <fstream>
#include <string>

void safe_file_reading(const std::string& filename) {
    std::ifstream file(filename);
    if (file.is_open()) {
        std::string line;
        while (std::getline(file, line)) {
            std::cout << line << std::endl;
        }
    }
}",cpp,0
Clear,"import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;

public class SafeCommandExecution {
    public static void main(String[] args) throws IOException {
        BufferedReader reader = new BufferedReader(new InputStreamReader(System.in));

        System.out.print(""Enter a command to execute: "");
        String command = reader.readLine();

        // Separate the command and arguments using ProcessBuilder
        ProcessBuilder processBuilder = new ProcessBuilder(command.split("" ""));
        
        Process process = processBuilder.start();

        BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream()));
        String line;

        while ((line = processOutputReader.readLine()) != null) {
            System.out.println(line);
        }
    }
}","import java.io.BufferedReader; import java.io.IOException; import java.io.InputStreamReader; public class SafeCommandExecution { public static void main(String[] args) throws IOException { BufferedReader reader = new BufferedReader(new InputStreamReader(System.in)); System.out.print(""Enter a command to execute: ""); String command = reader.readLine(); // Separate the command and arguments using ProcessBuilder ProcessBuilder processBuilder = new ProcessBuilder(command.split("" "")); Process process = processBuilder.start(); BufferedReader processOutputReader = new BufferedReader(new InputStreamReader(process.getInputStream())); String line; while ((line = processOutputReader.readLine()) != null) { System.out.println(line); } } }",java,0
Buffer Overflow,"char buffer[10]; scanf(""%s"", buffer);","char buffer[10]; scanf(""%s"", buffer);",c,1
Clear,"#include <stdio.h>
#include <stdlib.h>

int safe_string_to_int(const char *str) {
    char *endptr;
    long value = strtol(str, &endptr, 10);
    if (*endptr != '\0' || str == endptr) {
        return -1; // error
    }
    return (int)value;
}","#include <stdio.h>
#include <stdlib.h>

int safe_string_to_int(const char *str) {
    char *endptr;
    long value = strtol(str, &endptr, 10);
    if (*endptr != '\0' || str == endptr) {
        return -1; // error
    }
    return (int)value;
}",c,0
SQL Injection,"import java.sql.Connection;
import java.sql.DriverManager;
import java.sql.ResultSet;
import java.sql.Statement;

public class SQLInjectionExample {

    public static void main(String[] args) {
        String userInput = ""'; DROP TABLE users; --""; // Malicious input simulating SQL Injection
        
        try {
            Connection conn = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydatabase"", ""username"", ""password"");
            Statement stmt = conn.createStatement();
            
            String query = ""SELECT * FROM users WHERE username = '"" + userInput + ""'"";
            ResultSet rs = stmt.executeQuery(query);
            
            while (rs.next()) {
                System.out.println(""User ID: "" + rs.getInt(""id"") + "", Username: "" + rs.getString(""username""));
            }
            
            conn.close();
        } catch (Exception e) {
            e.printStackTrace();
        }
    }
}","import java.sql.Connection; import java.sql.DriverManager; import java.sql.ResultSet; import java.sql.Statement; public class SQLInjectionExample { public static void main(String[] args) { String userInput = ""'; DROP TABLE users; --""; // Malicious input simulating SQL Injection try { Connection conn = DriverManager.getConnection(""jdbc:mysql://localhost:3306/mydatabase"", ""username"", ""password""); Statement stmt = conn.createStatement(); String query = ""SELECT * FROM users WHERE username = '"" + userInput + ""'""; ResultSet rs = stmt.executeQuery(query); while (rs.next()) { System.out.println(""User ID: "" + rs.getInt(""id"") + "", Username: "" + rs.getString(""username"")); } conn.close(); } catch (Exception e) { e.printStackTrace(); } } }",java,1
